name,base,slug,type1,type2,abil1,abil2,abilh,hp,atk,def,spa,spd,spe,form_num
Joltik,joltik,joltik,bug,electric,compoundeyes,unnerve,swarm,50,47,50,57,50,65,0
Galvantula,galvantula,galvantula,bug,electric,compoundeyes,unnerve,swarm,70,77,60,97,60,108,0
Ferroseed,ferroseed,ferroseed,grass,steel,ironbarbs,,,44,50,91,24,86,10,0
Ferrothorn,ferrothorn,ferrothorn,grass,steel,ironbarbs,,anticipation,74,94,131,54,116,20,0
Klink,klink,klink,steel,,plus,minus,clearbody,40,55,70,45,60,30,0
Klang,klang,klang,steel,,plus,minus,clearbody,60,80,95,70,85,50,0
Klinklang,klinklang,klinklang,steel,,plus,minus,clearbody,60,100,115,70,85,90,0
Tynamo,tynamo,tynamo,electric,,levitate,,,35,55,40,45,40,60,0
Eelektrik,eelektrik,eelektrik,electric,,levitate,,,65,85,70,75,70,40,0
Eelektross,eelektross,eelektross,electric,,levitate,,,85,115,80,105,80,50,0
Elgyem,elgyem,elgyem,psychic,,telepathy,synchronize,analytic,55,55,55,85,55,30,0
Beheeyem,beheeyem,beheeyem,psychic,,telepathy,synchronize,analytic,75,75,75,125,95,40,0
Litwick,litwick,litwick,ghost,fire,flashfire,flamebody,infiltrator,50,30,55,65,55,20,0
Lampent,lampent,lampent,ghost,fire,flashfire,flamebody,infiltrator,60,40,60,95,60,55,0
Chandelure,chandelure,chandelure,ghost,fire,flashfire,flamebody,infiltrator,60,55,90,145,90,80,0
Axew,axew,axew,dragon,,rivalry,moldbreaker,unnerve,46,87,60,30,40,57,0
Fraxure,fraxure,fraxure,dragon,,rivalry,moldbreaker,unnerve,66,117,70,40,50,67,0
Haxorus,haxorus,haxorus,dragon,,rivalry,moldbreaker,unnerve,76,147,90,60,70,97,0
Cubchoo,cubchoo,cubchoo,ice,,snowcloak,slushrush,rattled,55,70,40,60,40,40,0
Beartic,beartic,beartic,ice,,snowcloak,slushrush,swiftswim,95,130,80,70,80,50,0
Cryogonal,cryogonal,cryogonal,ice,,levitate,,,80,50,50,95,135,105,0
Shelmet,shelmet,shelmet,bug,,hydration,shellarmor,overcoat,50,40,85,40,65,25,0
Accelgor,accelgor,accelgor,bug,,hydration,stickyhold,unburden,80,70,40,100,60,145,0
Stunfisk,stunfisk,stunfisk,ground,electric,static,limber,sandveil,109,66,84,81,99,32,0
Mienfoo,mienfoo,mienfoo,fighting,,innerfocus,regenerator,reckless,45,85,50,55,50,65,0
Mienshao,mienshao,mienshao,fighting,,innerfocus,regenerator,reckless,65,125,60,95,60,105,0
Druddigon,druddigon,druddigon,dragon,,roughskin,sheerforce,moldbreaker,77,120,90,60,90,48,0
Golett,golett,golett,ground,ghost,ironfist,klutz,noguard,59,74,50,35,50,35,0
Golurk,golurk,golurk,ground,ghost,ironfist,klutz,noguard,89,124,80,55,80,55,0
Pawniard,pawniard,pawniard,dark,steel,defiant,innerfocus,pressure,45,85,70,40,40,60,0
Bisharp,bisharp,bisharp,dark,steel,defiant,innerfocus,pressure,65,125,100,60,70,70,0
Bouffalant,bouffalant,bouffalant,normal,,reckless,sapsipper,soundproof,95,110,95,40,95,55,0
Rufflet,rufflet,rufflet,normal,flying,keeneye,sheerforce,hustle,70,83,50,37,50,60,0
Braviary,braviary,braviary,normal,flying,keeneye,sheerforce,defiant,100,123,75,57,75,80,0
Vullaby,vullaby,vullaby,dark,flying,bigpecks,overcoat,weakarmor,70,55,75,45,65,60,0
Mandibuzz,mandibuzz,mandibuzz,dark,flying,bigpecks,overcoat,weakarmor,110,65,105,55,95,80,0
Heatmor,heatmor,heatmor,fire,,gluttony,flashfire,whitesmoke,85,97,66,105,66,65,0
Durant,durant,durant,bug,steel,swarm,hustle,truant,58,109,112,48,48,109,0
Deino,deino,deino,dark,dragon,hustle,,,52,65,50,45,50,38,0
Zweilous,zweilous,zweilous,dark,dragon,hustle,,,72,85,70,65,70,58,0
Hydreigon,hydreigon,hydreigon,dark,dragon,levitate,,,92,105,90,125,90,98,0
Larvesta,larvesta,larvesta,bug,fire,flamebody,,swarm,55,85,55,50,55,60,0
Volcarona,volcarona,volcarona,bug,fire,flamebody,,swarm,85,60,65,135,105,100,0
Cobalion,cobalion,cobalion,steel,fighting,justified,,,91,90,129,90,72,108,0
Terrakion,terrakion,terrakion,rock,fighting,justified,,,91,129,90,72,90,108,0
Virizion,virizion,virizion,grass,fighting,justified,,,91,90,72,90,129,108,0
Tornadus,tornadus,tornadus,flying,,prankster,,defiant,79,115,70,125,80,111,0
Thundurus,thundurus,thundurus,electric,flying,prankster,,defiant,79,115,70,125,80,111,0
Reshiram,reshiram,reshiram,dragon,fire,turboblaze,,,100,120,100,150,120,90,0
Zekrom,zekrom,zekrom,dragon,electric,teravolt,,,100,150,120,120,100,90,0
Landorus,landorus,landorus,ground,flying,sandforce,,sheerforce,89,125,90,115,80,101,0
Kyurem,kyurem,kyurem,dragon,ice,pressure,,,125,130,90,130,90,95,0
Keldeo,keldeo,keldeo,water,fighting,justified,,,91,72,90,129,90,108,0
Meloetta,meloetta,meloetta,normal,psychic,serenegrace,,,100,77,77,128,128,90,0
Genesect,genesect,genesect,bug,steel,download,,,71,120,95,120,95,99,0
Chespin,chespin,chespin,grass,,overgrow,,bulletproof,56,61,65,48,45,38,0
Quilladin,quilladin,quilladin,grass,,overgrow,,bulletproof,61,78,95,56,58,57,0
Chesnaught,chesnaught,chesnaught,grass,fighting,overgrow,,bulletproof,88,107,122,74,75,64,0
Fennekin,fennekin,fennekin,fire,,blaze,,magician,40,45,40,62,60,60,0
Braixen,braixen,braixen,fire,,blaze,,magician,59,59,58,90,70,73,0
Delphox,delphox,delphox,fire,psychic,blaze,,magician,75,69,72,114,100,104,0
Froakie,froakie,froakie,water,,torrent,,protean,41,56,40,62,44,71,0
Frogadier,frogadier,frogadier,water,,torrent,,protean,54,63,52,83,56,97,0
Greninja,greninja,greninja,water,dark,torrent,,protean,72,95,67,103,71,122,0
Bunnelby,bunnelby,bunnelby,normal,,pickup,cheekpouch,hugepower,38,36,38,32,36,57,0
Diggersby,diggersby,diggersby,normal,ground,pickup,cheekpouch,hugepower,85,56,77,50,77,78,0
Fletchling,fletchling,fletchling,normal,flying,bigpecks,,galewings,45,50,43,40,38,62,0
Fletchinder,fletchinder,fletchinder,fire,flying,flamebody,,galewings,62,73,55,56,52,84,0
Talonflame,talonflame,talonflame,fire,flying,flamebody,,galewings,78,81,71,74,69,126,0
Scatterbug,scatterbug,scatterbug,bug,,shielddust,compoundeyes,friendguard,38,35,40,27,25,35,0
Spewpa,spewpa,spewpa,bug,,shedskin,,friendguard,45,22,60,27,30,29,0
Vivillon,vivillon,vivillon,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,0
Litleo,litleo,litleo,fire,normal,rivalry,unnerve,moxie,62,50,58,73,54,72,0
Pyroar,pyroar,pyroar,fire,normal,rivalry,unnerve,moxie,86,68,72,109,66,106,0
Flabebe,flabebe,flabebe,fairy,,flowerveil,,symbiosis,44,38,39,61,79,42,0
Floette,floette,floette,fairy,,flowerveil,,symbiosis,54,45,47,75,98,52,0
Florges,florges,florges,fairy,,flowerveil,,symbiosis,78,65,68,112,154,75,0
Skiddo,skiddo,skiddo,grass,,sapsipper,,grasspelt,66,65,48,62,57,52,0
Gogoat,gogoat,gogoat,grass,,sapsipper,,grasspelt,123,100,62,97,81,68,0
Pancham,pancham,pancham,fighting,,ironfist,moldbreaker,scrappy,67,82,62,46,48,43,0
Pangoro,pangoro,pangoro,fighting,dark,ironfist,moldbreaker,scrappy,95,124,78,69,71,58,0
Furfrou,furfrou,furfrou,normal,,furcoat,,,75,80,60,65,90,102,0
Espurr,espurr,espurr,psychic,,keeneye,infiltrator,owntempo,62,48,54,63,60,68,0
Meowstic,meowstic,meowstic,psychic,,keeneye,infiltrator,prankster,74,48,76,83,81,104,0
Honedge,honedge,honedge,steel,ghost,noguard,,,45,80,100,35,37,28,0
Doublade,doublade,doublade,steel,ghost,noguard,,,59,110,150,45,49,35,0
Aegislash,aegislash,aegislash,steel,ghost,stancechange,,,60,50,140,50,140,60,0
Spritzee,spritzee,spritzee,fairy,,healer,,aromaveil,78,52,60,63,65,23,0
Aromatisse,aromatisse,aromatisse,fairy,,healer,,aromaveil,101,72,72,99,89,29,0
Swirlix,swirlix,swirlix,fairy,,sweetveil,,unburden,62,48,66,59,57,49,0
Slurpuff,slurpuff,slurpuff,fairy,,sweetveil,,unburden,82,80,86,85,75,72,0
Inkay,inkay,inkay,dark,psychic,contrary,suctioncups,infiltrator,53,54,53,37,46,45,0
Malamar,malamar,malamar,dark,psychic,contrary,suctioncups,infiltrator,86,92,88,68,75,73,0
Binacle,binacle,binacle,rock,water,toughclaws,sniper,pickpocket,42,52,67,39,56,50,0
Barbaracle,barbaracle,barbaracle,rock,water,toughclaws,sniper,pickpocket,72,105,115,54,86,68,0
Skrelp,skrelp,skrelp,poison,water,poisonpoint,poisontouch,adaptability,50,60,60,60,60,30,0
Dragalge,dragalge,dragalge,poison,dragon,poisonpoint,poisontouch,adaptability,65,75,90,97,123,44,0
Clauncher,clauncher,clauncher,water,,megalauncher,,,50,53,62,58,63,44,0
Clawitzer,clawitzer,clawitzer,water,,megalauncher,,,71,73,88,120,89,59,0
Helioptile,helioptile,helioptile,electric,normal,dryskin,sandveil,solarpower,44,38,33,61,43,70,0
Heliolisk,heliolisk,heliolisk,electric,normal,dryskin,sandveil,solarpower,62,55,52,109,94,109,0
Tyrunt,tyrunt,tyrunt,rock,dragon,strongjaw,,sturdy,58,89,77,45,45,48,0
Tyrantrum,tyrantrum,tyrantrum,rock,dragon,strongjaw,,rockhead,82,121,119,69,59,71,0
Amaura,amaura,amaura,rock,ice,refrigerate,,snowwarning,77,59,50,67,63,46,0
Aurorus,aurorus,aurorus,rock,ice,refrigerate,,snowwarning,123,77,72,99,92,58,0
Sylveon,sylveon,sylveon,fairy,,cutecharm,,pixilate,95,65,65,110,130,60,0
Hawlucha,hawlucha,hawlucha,fighting,flying,limber,unburden,moldbreaker,78,92,75,74,63,118,0
Dedenne,dedenne,dedenne,electric,fairy,cheekpouch,pickup,plus,67,58,57,81,67,101,0
Carbink,carbink,carbink,rock,fairy,clearbody,,sturdy,50,50,150,50,150,50,0
Goomy,goomy,goomy,dragon,,sapsipper,hydration,gooey,45,50,35,55,75,40,0
Sliggoo,sliggoo,sliggoo,dragon,,sapsipper,hydration,gooey,68,75,53,83,113,60,0
Goodra,goodra,goodra,dragon,,sapsipper,hydration,gooey,90,100,70,110,150,80,0
Klefki,klefki,klefki,steel,fairy,prankster,,magician,57,80,91,80,87,75,0
Phantump,phantump,phantump,ghost,grass,naturalcure,frisk,harvest,43,70,48,50,60,38,0
Trevenant,trevenant,trevenant,ghost,grass,naturalcure,frisk,harvest,85,110,76,65,82,56,0
Pumpkaboo,pumpkaboo,pumpkaboo,ghost,grass,pickup,frisk,insomnia,49,66,70,44,55,51,0
Gourgeist,gourgeist,gourgeist,ghost,grass,pickup,frisk,insomnia,65,90,122,58,75,84,0
Bergmite,bergmite,bergmite,ice,,owntempo,icebody,sturdy,55,69,85,32,35,28,0
Avalugg,avalugg,avalugg,ice,,owntempo,icebody,sturdy,95,117,184,44,46,28,0
Noibat,noibat,noibat,flying,dragon,frisk,infiltrator,telepathy,40,30,35,45,40,55,0
Noivern,noivern,noivern,flying,dragon,frisk,infiltrator,telepathy,85,70,80,97,80,123,0
Xerneas,xerneas,xerneas,fairy,,fairyaura,,,126,131,95,131,98,99,0
Yveltal,yveltal,yveltal,dark,flying,darkaura,,,126,131,95,131,98,99,0
Zygarde,zygarde,zygarde,dragon,ground,aurabreak,,,108,100,121,81,95,95,0
Diancie,diancie,diancie,rock,fairy,clearbody,,,50,100,150,100,150,50,0
Hoopa,hoopa,hoopa,psychic,ghost,magician,,,80,110,60,150,130,70,0
Volcanion,volcanion,volcanion,fire,water,waterabsorb,,,80,110,120,130,90,70,0
Rowlet,rowlet,rowlet,grass,flying,overgrow,,longreach,68,55,55,50,50,42,0
Dartrix,dartrix,dartrix,grass,flying,overgrow,,longreach,78,75,75,70,70,52,0
Decidueye,decidueye,decidueye,grass,ghost,overgrow,,longreach,78,107,75,100,100,70,0
Litten,litten,litten,fire,,blaze,,intimidate,45,65,40,60,40,70,0
Torracat,torracat,torracat,fire,,blaze,,intimidate,65,85,50,80,50,90,0
Incineroar,incineroar,incineroar,fire,dark,blaze,,intimidate,95,115,90,80,90,60,0
Popplio,popplio,popplio,water,,torrent,,liquidvoice,50,54,54,66,56,40,0
Brionne,brionne,brionne,water,,torrent,,liquidvoice,60,69,69,91,81,50,0
Primarina,primarina,primarina,water,fairy,torrent,,liquidvoice,80,74,74,126,116,60,0
Pikipek,pikipek,pikipek,normal,flying,keeneye,skilllink,pickup,35,75,30,30,30,65,0
Trumbeak,trumbeak,trumbeak,normal,flying,keeneye,skilllink,pickup,55,85,50,40,50,75,0
Toucannon,toucannon,toucannon,normal,flying,keeneye,skilllink,sheerforce,80,120,75,75,75,60,0
Yungoos,yungoos,yungoos,normal,,stakeout,strongjaw,adaptability,48,70,30,30,30,45,0
Gumshoos,gumshoos,gumshoos,normal,,stakeout,strongjaw,adaptability,88,110,60,55,60,45,0
Grubbin,grubbin,grubbin,bug,,swarm,,,47,62,45,55,45,46,0
Charjabug,charjabug,charjabug,bug,electric,battery,,,57,82,95,55,75,36,0
Vikavolt,vikavolt,vikavolt,bug,electric,levitate,,,77,70,90,145,75,43,0
Crabrawler,crabrawler,crabrawler,fighting,,hypercutter,ironfist,angerpoint,47,82,57,42,47,63,0
Crabominable,crabominable,crabominable,fighting,ice,hypercutter,ironfist,angerpoint,97,132,77,62,67,43,0
Oricorio,oricorio,oricorio,fire,flying,dancer,,,75,70,70,98,70,93,0
Cutiefly,cutiefly,cutiefly,bug,fairy,honeygather,shielddust,sweetveil,40,45,40,55,40,84,0
Ribombee,ribombee,ribombee,bug,fairy,honeygather,shielddust,sweetveil,60,55,60,95,70,124,0
Rockruff,rockruff,rockruff,rock,,keeneye,vitalspirit,steadfast,45,65,40,30,40,60,0
Lycanroc,lycanroc,lycanroc,rock,,keeneye,sandrush,steadfast,75,115,65,55,65,112,0
Wishiwashi,wishiwashi,wishiwashi,water,,schooling,,,45,20,20,25,25,40,0
Mareanie,mareanie,mareanie,poison,water,merciless,limber,regenerator,50,53,62,43,52,45,0
Toxapex,toxapex,toxapex,poison,water,merciless,limber,regenerator,50,63,152,53,142,35,0
Mudbray,mudbray,mudbray,ground,,owntempo,stamina,innerfocus,70,100,70,45,55,45,0
Mudsdale,mudsdale,mudsdale,ground,,owntempo,stamina,innerfocus,100,125,100,55,85,35,0
Dewpider,dewpider,dewpider,water,bug,waterbubble,,waterabsorb,38,40,52,40,72,27,0
Araquanid,araquanid,araquanid,water,bug,waterbubble,,waterabsorb,68,70,92,50,132,42,0
Fomantis,fomantis,fomantis,grass,,leafguard,,contrary,40,55,35,50,35,35,0
Lurantis,lurantis,lurantis,grass,,leafguard,,contrary,70,105,90,80,90,45,0
Morelull,morelull,morelull,grass,fairy,illuminate,effectspore,raindish,40,35,55,65,75,15,0
Shiinotic,shiinotic,shiinotic,grass,fairy,illuminate,effectspore,raindish,60,45,80,90,100,30,0
Salandit,salandit,salandit,poison,fire,corrosion,,oblivious,48,44,40,71,40,77,0
Salazzle,salazzle,salazzle,poison,fire,corrosion,,oblivious,68,64,60,111,60,117,0
Stufful,stufful,stufful,normal,fighting,fluffy,klutz,cutecharm,70,75,50,45,50,50,0
Bewear,bewear,bewear,normal,fighting,fluffy,klutz,unnerve,120,125,80,55,60,60,0
Bounsweet,bounsweet,bounsweet,grass,,leafguard,oblivious,sweetveil,42,30,38,30,38,32,0
Steenee,steenee,steenee,grass,,leafguard,oblivious,sweetveil,52,40,48,40,48,62,0
Tsareena,tsareena,tsareena,grass,,leafguard,queenlymajesty,sweetveil,72,120,98,50,98,72,0
Comfey,comfey,comfey,fairy,,flowerveil,triage,naturalcure,51,52,90,82,110,100,0
Oranguru,oranguru,oranguru,normal,psychic,innerfocus,telepathy,symbiosis,90,60,80,90,110,60,0
Passimian,passimian,passimian,fighting,,receiver,,defiant,100,120,90,40,60,80,0
Wimpod,wimpod,wimpod,bug,water,wimpout,,,25,35,40,20,30,80,0
Golisopod,golisopod,golisopod,bug,water,emergencyexit,,,75,125,140,60,90,40,0
Sandygast,sandygast,sandygast,ghost,ground,watercompaction,,sandveil,55,55,80,70,45,15,0
Palossand,palossand,palossand,ghost,ground,watercompaction,,sandveil,85,75,110,100,75,35,0
Pyukumuku,pyukumuku,pyukumuku,water,,innardsout,,unaware,55,60,130,30,130,5,0
Type: Null,typenull,typenull,normal,,battlearmor,,,95,95,95,95,95,59,0
Silvally,silvally,silvally,normal,,rkssystem,,,95,95,95,95,95,95,0
Minior,minior,minior,rock,flying,shieldsdown,,,60,60,100,60,100,60,0
Komala,komala,komala,normal,,comatose,,,65,115,65,75,95,65,0
Turtonator,turtonator,turtonator,fire,dragon,shellarmor,,,60,78,135,91,85,36,0
Togedemaru,togedemaru,togedemaru,electric,steel,ironbarbs,lightningrod,sturdy,65,98,63,40,73,96,0
Mimikyu,mimikyu,mimikyu,ghost,fairy,disguise,,,55,90,80,50,105,96,0
Bruxish,bruxish,bruxish,water,psychic,dazzling,strongjaw,wonderskin,68,105,70,70,70,92,0
Drampa,drampa,drampa,normal,dragon,berserk,sapsipper,cloudnine,78,60,85,135,91,36,0
Dhelmise,dhelmise,dhelmise,ghost,grass,steelworker,,,70,131,100,86,90,40,0
Jangmo-o,jangmoo,jangmoo,dragon,,bulletproof,soundproof,overcoat,45,55,65,45,45,45,0
Hakamo-o,hakamoo,hakamoo,dragon,fighting,bulletproof,soundproof,overcoat,55,75,90,65,70,65,0
Kommo-o,kommoo,kommoo,dragon,fighting,bulletproof,soundproof,overcoat,75,110,125,100,105,85,0
Tapu Koko,tapukoko,tapukoko,electric,fairy,electricsurge,,telepathy,70,115,85,95,75,130,0
Tapu Lele,tapulele,tapulele,psychic,fairy,psychicsurge,,telepathy,70,85,75,130,115,95,0
Tapu Bulu,tapubulu,tapubulu,grass,fairy,grassysurge,,telepathy,70,130,115,85,95,75,0
Tapu Fini,tapufini,tapufini,water,fairy,mistysurge,,telepathy,70,75,115,95,130,85,0
Cosmog,cosmog,cosmog,psychic,,unaware,,,43,29,31,29,31,37,0
Cosmoem,cosmoem,cosmoem,psychic,,sturdy,,,43,29,131,29,131,37,0
Solgaleo,solgaleo,solgaleo,psychic,steel,fullmetalbody,,,137,137,107,113,89,97,0
Lunala,lunala,lunala,psychic,ghost,shadowshield,,,137,113,89,137,107,97,0
Nihilego,nihilego,nihilego,rock,poison,beastboost,,,109,53,47,127,131,103,0
Buzzwole,buzzwole,buzzwole,bug,fighting,beastboost,,,107,139,139,53,53,79,0
Pheromosa,pheromosa,pheromosa,bug,fighting,beastboost,,,71,137,37,137,37,151,0
Xurkitree,xurkitree,xurkitree,electric,,beastboost,,,83,89,71,173,71,83,0
Celesteela,celesteela,celesteela,steel,flying,beastboost,,,97,101,103,107,101,61,0
Kartana,kartana,kartana,grass,steel,beastboost,,,59,181,131,59,31,109,0
Guzzlord,guzzlord,guzzlord,dark,dragon,beastboost,,,223,101,53,97,53,43,0
Necrozma,necrozma,necrozma,psychic,,prismarmor,,,97,107,101,127,89,79,0
Magearna,magearna,magearna,steel,fairy,soulheart,,,80,95,115,130,115,65,0
Marshadow,marshadow,marshadow,fighting,ghost,technician,,,90,125,80,90,90,125,0
Poipole,poipole,poipole,poison,,beastboost,,,67,73,67,73,67,73,0
Naganadel,naganadel,naganadel,poison,dragon,beastboost,,,73,73,73,127,73,121,0
Stakataka,stakataka,stakataka,rock,steel,beastboost,,,61,131,211,53,101,13,0
Blacephalon,blacephalon,blacephalon,fire,ghost,beastboost,,,53,127,53,151,79,107,0
Zeraora,zeraora,zeraora,electric,,voltabsorb,,,88,112,75,102,80,143,0
Meltan,meltan,meltan,steel,,magnetpull,,,46,65,65,55,35,34,0
Melmetal,melmetal,melmetal,steel,,ironfist,,,135,143,143,80,65,34,0
Grookey,grookey,grookey,grass,,overgrow,,grassysurge,50,65,50,40,40,65,0
Thwackey,thwackey,thwackey,grass,,overgrow,,grassysurge,70,85,70,55,60,80,0
Rillaboom,rillaboom,rillaboom,grass,,overgrow,,grassysurge,100,125,90,60,70,85,0
Scorbunny,scorbunny,scorbunny,fire,,blaze,,libero,50,71,40,40,40,69,0
Raboot,raboot,raboot,fire,,blaze,,libero,65,86,60,55,60,94,0
Cinderace,cinderace,cinderace,fire,,blaze,,libero,80,116,75,65,75,119,0
Sobble,sobble,sobble,water,,torrent,,sniper,50,40,40,70,40,70,0
Drizzile,drizzile,drizzile,water,,torrent,,sniper,65,60,55,95,55,90,0
Inteleon,inteleon,inteleon,water,,torrent,,sniper,70,85,65,125,65,120,0
Skwovet,skwovet,skwovet,normal,,cheekpouch,,gluttony,70,55,55,35,35,25,0
Greedent,greedent,greedent,normal,,cheekpouch,,gluttony,120,95,95,55,75,20,0
Rookidee,rookidee,rookidee,flying,,keeneye,unnerve,bigpecks,38,47,35,33,35,57,0
Corvisquire,corvisquire,corvisquire,flying,,keeneye,unnerve,bigpecks,68,67,55,43,55,77,0
Corviknight,corviknight,corviknight,flying,steel,pressure,unnerve,mirrorarmor,98,87,105,53,85,67,0
Blipbug,blipbug,blipbug,bug,,swarm,compoundeyes,telepathy,25,20,20,25,45,45,0
Dottler,dottler,dottler,bug,psychic,swarm,compoundeyes,telepathy,50,35,80,50,90,30,0
Orbeetle,orbeetle,orbeetle,bug,psychic,swarm,frisk,telepathy,60,45,110,80,120,90,0
Nickit,nickit,nickit,dark,,runaway,unburden,stakeout,40,28,28,47,52,50,0
Thievul,thievul,thievul,dark,,runaway,unburden,stakeout,70,58,58,87,92,90,0
Gossifleur,gossifleur,gossifleur,grass,,cottondown,regenerator,effectspore,40,40,60,40,60,10,0
Eldegoss,eldegoss,eldegoss,grass,,cottondown,regenerator,effectspore,60,50,90,80,120,60,0
Wooloo,wooloo,wooloo,normal,,fluffy,runaway,bulletproof,42,40,55,40,45,48,0
Dubwool,dubwool,dubwool,normal,,fluffy,steadfast,bulletproof,72,80,100,60,90,88,0
Chewtle,chewtle,chewtle,water,,strongjaw,shellarmor,swiftswim,50,64,50,38,38,44,0
Drednaw,drednaw,drednaw,water,rock,strongjaw,shellarmor,swiftswim,90,115,90,48,68,74,0
Yamper,yamper,yamper,electric,,ballfetch,,rattled,59,45,50,40,50,26,0
Boltund,boltund,boltund,electric,,strongjaw,,competitive,69,90,60,90,60,121,0
Rolycoly,rolycoly,rolycoly,rock,,steamengine,heatproof,flashfire,30,40,50,40,50,30,0
Carkol,carkol,carkol,rock,fire,steamengine,flamebody,flashfire,80,60,90,60,70,50,0
Coalossal,coalossal,coalossal,rock,fire,steamengine,flamebody,flashfire,110,80,120,80,90,30,0
Applin,applin,applin,grass,dragon,ripen,gluttony,bulletproof,40,40,80,40,40,20,0
Flapple,flapple,flapple,grass,dragon,ripen,gluttony,hustle,70,110,80,95,60,70,0
Appletun,appletun,appletun,grass,dragon,ripen,gluttony,thickfat,110,85,80,100,80,30,0
Silicobra,silicobra,silicobra,ground,,sandspit,shedskin,sandveil,52,57,75,35,50,46,0
Sandaconda,sandaconda,sandaconda,ground,,sandspit,shedskin,sandveil,72,107,125,65,70,71,0
Cramorant,cramorant,cramorant,flying,water,gulpmissile,,,70,85,55,85,95,85,0
Arrokuda,arrokuda,arrokuda,water,,swiftswim,,propellertail,41,63,40,40,30,66,0
Barraskewda,barraskewda,barraskewda,water,,swiftswim,,propellertail,61,123,60,60,50,136,0
Toxel,toxel,toxel,electric,poison,rattled,static,klutz,40,38,35,54,35,40,0
Toxtricity,toxtricity,toxtricity,electric,poison,punkrock,plus,technician,75,98,70,114,70,75,0
Sizzlipede,sizzlipede,sizzlipede,fire,bug,flashfire,whitesmoke,flamebody,50,65,45,50,50,45,0
Centiskorch,centiskorch,centiskorch,fire,bug,limber,whitesmoke,flamebody,100,115,65,90,90,65,0
Clobbopus,clobbopus,clobbopus,fighting,,limber,,technician,50,68,60,50,50,32,0
Grapploct,grapploct,grapploct,fighting,,limber,,technician,80,118,90,70,80,42,0
Sinistea,sinistea,sinistea,ghost,,weakarmor,,cursedbody,40,45,45,74,54,50,0
Polteageist,polteageist,polteageist,ghost,,weakarmor,,cursedbody,60,65,65,134,114,70,0
Hatenna,hatenna,hatenna,psychic,,healer,anticipation,magicbounce,42,30,45,56,53,39,0
Hattrem,hattrem,hattrem,psychic,,healer,anticipation,magicbounce,57,40,65,86,73,49,0
Hatterene,hatterene,hatterene,psychic,fairy,healer,anticipation,magicbounce,57,90,95,136,103,29,0
Impidimp,impidimp,impidimp,dark,fairy,prankster,frisk,pickpocket,45,45,30,55,40,50,0
Morgrem,morgrem,morgrem,dark,fairy,prankster,frisk,pickpocket,65,60,45,75,55,70,0
Grimmsnarl,grimmsnarl,grimmsnarl,dark,fairy,prankster,frisk,pickpocket,95,120,65,95,75,60,0
Obstagoon,obstagoon,obstagoon,dark,normal,reckless,guts,defiant,93,90,101,60,81,95,0
Perrserker,perrserker,perrserker,steel,,battlearmor,toughclaws,steelyspirit,70,110,100,50,60,50,0
Cursola,cursola,cursola,ghost,,weakarmor,,perishbody,60,95,50,145,130,30,0
Sirfetch'd,sirfetchd,sirfetchd,fighting,,steadfast,,scrappy,62,135,95,68,82,65,0
Mr. Rime,mrrime,mrrime,ice,psychic,tangledfeet,screencleaner,icebody,80,85,75,110,100,70,0
Runerigus,runerigus,runerigus,ground,ghost,wanderingspirit,,,58,95,145,50,105,30,0
Milcery,milcery,milcery,fairy,,sweetveil,,aromaveil,45,40,40,50,61,34,0
Alcremie,alcremie,alcremie,fairy,,sweetveil,,aromaveil,65,60,75,110,121,64,0
Falinks,falinks,falinks,fighting,,battlearmor,,defiant,65,100,100,70,60,75,0
Pincurchin,pincurchin,pincurchin,electric,,lightningrod,,electricsurge,48,101,95,91,85,15,0
Snom,snom,snom,ice,bug,shielddust,,icescales,30,25,35,45,30,20,0
Frosmoth,frosmoth,frosmoth,ice,bug,shielddust,,icescales,70,65,60,125,90,65,0
Stonjourner,stonjourner,stonjourner,rock,,powerspot,,,100,125,135,20,20,70,0
Eiscue,eiscue,eiscue,ice,,iceface,,,75,80,110,65,90,50,0
Indeedee,indeedee,indeedee,psychic,normal,innerfocus,synchronize,psychicsurge,60,65,55,105,95,95,0
Morpeko,morpeko,morpeko,electric,dark,hungerswitch,,,58,95,58,70,58,97,0
Cufant,cufant,cufant,steel,,sheerforce,,heavymetal,72,80,49,40,49,40,0
Copperajah,copperajah,copperajah,steel,,sheerforce,,heavymetal,122,130,69,80,69,30,0
Dracozolt,dracozolt,dracozolt,electric,dragon,voltabsorb,hustle,sandrush,90,100,90,80,70,75,0
Arctozolt,arctozolt,arctozolt,electric,ice,voltabsorb,static,slushrush,90,100,90,90,80,55,0
Dracovish,dracovish,dracovish,water,dragon,waterabsorb,strongjaw,sandrush,90,90,100,70,80,75,0
Arctovish,arctovish,arctovish,water,ice,waterabsorb,icebody,slushrush,90,90,100,80,90,55,0
Duraludon,duraludon,duraludon,steel,dragon,lightmetal,heavymetal,stalwart,70,95,115,120,50,85,0
Dreepy,dreepy,dreepy,dragon,ghost,clearbody,infiltrator,cursedbody,28,60,30,40,30,82,0
Drakloak,drakloak,drakloak,dragon,ghost,clearbody,infiltrator,cursedbody,68,80,50,60,50,102,0
Dragapult,dragapult,dragapult,dragon,ghost,clearbody,infiltrator,cursedbody,88,120,75,100,75,142,0
Zacian,zacian,zacian,fairy,,intrepidsword,,,92,120,115,80,115,138,0
